iter	Logloss
163	0.4286205334
164	0.4283305228
165	0.4280342126
166	0.4278177684
167	0.4275709463
168	0.4272687943
169	0.4269743078
170	0.4267433645
171	0.4264604252
172	0.4262455133
173	0.425915262
174	0.4256806771
175	0.4253741443
176	0.4251766632
177	0.4249543733
178	0.4246139744
179	0.4243306547
180	0.4241929038
181	0.4239182308
182	0.4236489806
183	0.4234005868
184	0.4232242786
185	0.4230308405
186	0.4226313254
187	0.4224539563
188	0.4220671979
189	0.4218646687
190	0.4215827277
191	0.4214925321
192	0.4211937764
193	0.4209050817
194	0.4207170625
195	0.4204937277
196	0.4202952844
197	0.4201033501
198	0.4197818776
199	0.4195341371
200	0.4194069522
201	0.4192497395
202	0.4190400079
203	0.4188701658
204	0.4186848306
205	0.4184321741
206	0.4181861218
207	0.4180112999
208	0.4177799959
209	0.4175924311
210	0.4174365252
211	0.4171381504
212	0.4168458023
213	0.4165535677
214	0.4163790082
215	0.4162392482
216	0.4159813901
217	0.4157633221
218	0.4156532185
219	0.4154012122
220	0.4152374544
221	0.4150960131
222	0.4149334116
223	0.4147751979
224	0.4145695491
225	0.4144240816
226	0.4141822808
227	0.4139474392
228	0.4138104642
229	0.4136671978
230	0.4134650115
231	0.4134141722
232	0.4131804038
233	0.4130272535
234	0.4129036986
235	0.4127726307
236	0.412685023
237	0.4125364702
238	0.4123395966
239	0.4120706695
240	0.4118708149
241	0.4117564159
242	0.4115529294
243	0.4114386265
244	0.4113480912
245	0.4112300704
246	0.4109978818
247	0.4108508885
248	0.4107148402
249	0.4105221318
250	0.4103806722
251	0.4103176619
252	0.4101771294
253	0.4099767457
254	0.4097613542
255	0.4096502929
256	0.4095640728
257	0.4094274458
258	0.4093308147
259	0.4091192236
260	0.4089928475
261	0.4087991731
262	0.4086908803
263	0.4085302141
264	0.4083038355
265	0.4082133734
266	0.4081056202
267	0.4079257488
268	0.4077782014
269	0.4076770922
270	0.4075824218
271	0.4074467968
272	0.4072959118
273	0.4072618159
274	0.4071662176
275	0.4070359845
276	0.4069393386
277	0.4068868444
278	0.4067423681
279	0.4066538003
280	0.4065142811
281	0.4063584815
282	0.4062391011
283	0.406065188
284	0.4059604988
285	0.4058916307
286	0.4058376213
287	0.4057395234
288	0.4056542374
289	0.4055758564
290	0.4054843919
291	0.4053934029
292	0.4053571316
293	0.4051985598
294	0.4050928517
295	0.404940079
296	0.4048786617
297	0.4047782517
298	0.4046507
299	0.4045624365
300	0.404397048
301	0.4043167017
302	0.4042149501
303	0.404142512
304	0.4040116574
305	0.4039282286
306	0.403801004
307	0.4037024306
308	0.4036022184
309	0.4034872929
310	0.4033854917
311	0.4032367962
312	0.4031490706
313	0.4030649357
314	0.4029496838
315	0.4028053119
316	0.4027244696
317	0.402640558
318	0.4025612731
319	0.4024495717
320	0.4024150348
321	0.4023845849
322	0.4022912998
323	0.4021903684
324	0.4021124382
325	0.4020323583
326	0.401872425
327	0.4018148736
328	0.4016853334
329	0.4016208869
330	0.4014812456
331	0.4014107462
332	0.4012569686
333	0.4012111623
334	0.4011336604
335	0.4010474906
336	0.4009716056
337	0.4008876452
338	0.4008327547
339	0.4006970915
340	0.4006060612
341	0.4005309582
342	0.4004736974
343	0.4003326624
344	0.4001968484
345	0.4001386953
346	0.4000903205
347	0.3999670738
348	0.399774414
349	0.3997197748
350	0.3996604662
351	0.399583747
352	0.3994685955
353	0.3993483759
354	0.3992876246
355	0.3992411245
356	0.3991842919
357	0.3991484202
358	0.3990955886
359	0.3990337902
360	0.3989665953
361	0.398849222
362	0.3987980486
363	0.3986768241
364	0.3986145615
365	0.3985750269
366	0.3984634133
367	0.3983840946
368	0.3982673527
369	0.3982045491
370	0.3981497113
371	0.3980626633
372	0.3979678112
373	0.3979140068
374	0.3978808712
375	0.3978229521
376	0.3977671584
377	0.3977154214
378	0.397666965
379	0.397566661
380	0.3974490389
381	0.3973455465
382	0.3972376967
383	0.3971788827
384	0.3970083491
385	0.3969375752
386	0.3968800278
387	0.3968531225
388	0.3967662618
389	0.3967307491
390	0.3966489633
391	0.3966068841
392	0.3965581543
393	0.3964945791
394	0.3963855567
395	0.3963407905
396	0.3962774932
397	0.3961878495
398	0.3961453022
399	0.396073304
400	0.3960232698
401	0.3959525936
402	0.3958819927
403	0.3957761676
404	0.3956857078
405	0.3956405476
406	0.3955896457
407	0.3955115493
408	0.3954031259
409	0.3953066012
410	0.3952464973
411	0.3951872941
412	0.3951462148
413	0.3950032093
414	0.3949524579
415	0.3949109979
416	0.3948659034
417	0.3948007225
418	0.3947533068
419	0.3947273785
420	0.3946941313
421	0.3946545427
422	0.3945522519
423	0.3944620508
424	0.3944006966
425	0.3943286467
426	0.3942150264
427	0.3941769853
428	0.3941329796
429	0.3940531165
430	0.3939706881
431	0.3939037064
432	0.3938380828
433	0.3937864028
434	0.3937085079
435	0.3936827103
436	0.3936333295
437	0.393570807
438	0.3934874256
439	0.3934500632
440	0.3933728341
441	0.3933121288
442	0.3932701432
443	0.3932077136
444	0.3931691019
445	0.3931140952
446	0.3930872604
447	0.3930152919
448	0.3929266853
449	0.3928403859
450	0.3928215276
451	0.3927636442
452	0.3927424385
453	0.3926699454
454	0.3926329249
455	0.3925616074
456	0.3925095005
457	0.3924709153
458	0.3924249587
459	0.3923711081
460	0.3923346925
461	0.3922882511
462	0.3922197828
463	0.3921607346
464	0.3920982484
465	0.3920649917
466	0.3920026458
467	0.3919812789
468	0.3919484435
469	0.391899379
470	0.391871268
471	0.3918192541
472	0.3917716654
473	0.3916887662
474	0.3916460218
475	0.39159156
476	0.3915417772
477	0.3914737419
478	0.3914451528
479	0.3913655813
480	0.3913246981
481	0.391308181
482	0.3912339847
483	0.3911919647
484	0.3911596654
485	0.3911390629
486	0.391110783
487	0.3910751823
488	0.3910379505
489	0.3909597093
490	0.3909250925
491	0.390848635
492	0.3908227447
493	0.3907726868
494	0.3907023996
495	0.3906387083
496	0.3905500012
497	0.390505586
498	0.3904729292
499	0.3904525731
500	0.3904111103
501	0.39037507
502	0.39035624
503	0.3902974261
504	0.3902524669
505	0.390215131
506	0.390171363
507	0.3900991286
508	0.3900564256
509	0.3900397925
510	0.3899950287
511	0.3899175933
512	0.3898662898
513	0.3897954987
514	0.389734453
515	0.3896939649
516	0.3896289484
517	0.3895987616
518	0.389528181
519	0.38944753
520	0.3894070738
521	0.3893715992
522	0.3893344767
523	0.3893033395
524	0.3892680188
525	0.3892281024
526	0.389202013
527	0.3891565699
528	0.389089758
529	0.3890452919
530	0.3890093008
531	0.3889736849
532	0.3889616253
533	0.3889441397
534	0.3888838648
535	0.3888359334
536	0.3888235371
537	0.3888113169
538	0.3887760797
539	0.3887347865
540	0.3886853424
541	0.3886329322
542	0.3885892616
543	0.3885322931
544	0.388480085
545	0.3884079263
546	0.3883855424
547	0.3883610347
548	0.3883078481
549	0.3882897169
550	0.3882323967
551	0.3882020942
552	0.3881507852
553	0.3881297759
554	0.3880918676
555	0.3880588345
556	0.3880127279
557	0.3879867223
558	0.3879481757
559	0.3879081624
560	0.3878837735
561	0.3878509486
562	0.3878053394
563	0.3877609904
564	0.3877253457
565	0.3876918656
566	0.3876491664
567	0.3876282413
568	0.3875666336
569	0.387511979
570	0.3874625478
571	0.38740504
572	0.3873726281
573	0.3873476026
574	0.3873235361
575	0.3873058858
576	0.387278969
577	0.3872434403
578	0.3872067045
579	0.3871815008
580	0.3871536606
581	0.3871336373
582	0.3870925384
583	0.3870598707
584	0.3869987164
585	0.3869774721
586	0.3869408027
587	0.3869127728
588	0.3868855509
589	0.3868527121
590	0.3868243828
591	0.3867921757
592	0.3867602554
593	0.3867394364
594	0.3867177857
595	0.386665928
596	0.3866350927
597	0.386579811
598	0.3865665857
599	0.3865352443
600	0.3865097519
601	0.3864685257
602	0.3864465829
603	0.3864166064
604	0.3863755536
605	0.3863634445
606	0.3863293865
607	0.3863162039
608	0.3862801117
609	0.3862279
610	0.3862085158
611	0.3861553079
612	0.3861294229
613	0.3861172459
614	0.386089342
615	0.3860671347
616	0.3860250066
617	0.3859640785
618	0.3859515578
619	0.3859331936
620	0.3859295832
621	0.38592046
622	0.3858795881
623	0.3858170413
624	0.3857960643
625	0.3857796465
626	0.3857424401
627	0.3857203881
628	0.3857005061
629	0.3856785715
630	0.3856370305
631	0.3855998673
632	0.3855393295
633	0.3855086675
634	0.385477166
635	0.3854436386
636	0.3854221668
637	0.3853922527
638	0.3853837437
639	0.3853653065
640	0.3853361639
641	0.3853097013
642	0.385287336
643	0.3852404564
644	0.3852105811
645	0.3851675487
646	0.3851325535
647	0.3851074678
648	0.3850861023
649	0.3850723468
650	0.3850291834
651	0.3850094187
652	0.3850000883
653	0.3849831032
654	0.3849521974
655	0.3849373985
656	0.3849057359
657	0.3848532468
658	0.384823285
659	0.3847826504
660	0.3847564488
661	0.3847195782
662	0.3847000715
663	0.3846771569
664	0.3846558987
665	0.384652912
666	0.3846232856
667	0.3845852725
668	0.3845536251
669	0.3845375586
670	0.384518606
671	0.3844810293
672	0.3844602981
673	0.3844082764
674	0.3843812959
675	0.3843317384
676	0.384307475
677	0.3842650023
678	0.3842424136
679	0.3842214344
680	0.384192065
681	0.38417411
682	0.3841363803
683	0.3841185586
684	0.3840897963
685	0.3840532448
686	0.3840365301
687	0.384001406
688	0.3839684401
689	0.3839361117
690	0.383915491
691	0.3839002046
692	0.3838698816
693	0.3838466305
694	0.3838030267
695	0.3837676816
696	0.3837327365
697	0.3837169537
698	0.3836652413
699	0.3836551429
700	0.383619314
701	0.3835778965
702	0.3835564499
703	0.3835184689
704	0.3835006598
705	0.3834767731
706	0.3834544061
707	0.383440756
708	0.3834140154
709	0.3833913223
710	0.3833810188
711	0.3833607938
712	0.3833411617
713	0.3833224316
714	0.3833023829
715	0.3832895729
716	0.3832670181
717	0.3832445756
718	0.3832247379
719	0.3831986902
720	0.3831793669
721	0.3831437345
722	0.383129021
723	0.383107594
724	0.3830953992
725	0.3830753247
726	0.3830506758
727	0.3830305445
728	0.382982307
729	0.3829144558
730	0.382904016
731	0.3828783832
732	0.3828519169
733	0.382836364
734	0.3828174411
735	0.382797182
736	0.3827633089
737	0.3826956548
738	0.3826694906
739	0.3826373365
740	0.3825985293
741	0.3825795218
742	0.3825475897
743	0.3825288872
744	0.3825096235
745	0.382487936
746	0.3824638029
747	0.3824406617
748	0.3824286372
749	0.382383248
750	0.3823516011
751	0.3823356796
752	0.3823071216
753	0.3822927528
754	0.3822570767
755	0.3822380947
756	0.3822144177
757	0.3821750073
758	0.3821518906
759	0.3821319324
760	0.3821109841
761	0.3820867679
762	0.3820705281
763	0.3820379068
764	0.3820216694
765	0.38199239
766	0.3819718397
767	0.3819431934
768	0.3819191538
769	0.381892234
770	0.3818609975
771	0.3818328305
772	0.3818189564
773	0.3817975084
774	0.3817577294
775	0.3817364075
776	0.3817199139
777	0.3816994364
778	0.3816822682
779	0.3816606329
780	0.3816443418
781	0.3816249721
782	0.3816034121
783	0.3815785318
784	0.3815604409
785	0.3815367681
786	0.3815162455
787	0.381496012
788	0.3814782617
789	0.3814395819
790	0.3814138156
791	0.3813948828
792	0.381363389
793	0.3813292794
794	0.3812861522
795	0.3812522027
796	0.3812187916
797	0.3812010517
798	0.38118658
799	0.3811664437
800	0.3811499548
801	0.3811212367
802	0.3811012287
803	0.3810780119
804	0.3810571298
805	0.3810277721
806	0.3810038321
807	0.3809911846
808	0.3809792981
809	0.3809508998
810	0.3809358752
811	0.3809124722
812	0.3808869183
813	0.3808746237
814	0.3808573079
815	0.3808260692
816	0.3808097367
817	0.3807780011
818	0.3807433844
819	0.3807191954
820	0.3806994095
821	0.380668355
822	0.3806524716
823	0.3806322075
824	0.3806211566
825	0.3806034025
826	0.3805840132
827	0.3805680938
828	0.3805580308
829	0.3805022358
830	0.3804748025
831	0.3804562564
832	0.3804296965
833	0.3803986504
834	0.3803743197
835	0.3803566522
836	0.3803373471
837	0.3803174132
838	0.3802865425
839	0.3802704844
840	0.3802518477
841	0.3802302519
842	0.3802117047
843	0.3801919101
844	0.380156379
845	0.3801192876
846	0.3800995513
847	0.3800810003
848	0.380058914
849	0.3800373019
850	0.3799978609
851	0.3799512278
852	0.3799206595
853	0.3799035914
854	0.3798889705
855	0.3798655309
856	0.3797912613
857	0.379770497
858	0.3797353273
859	0.3797146471
860	0.3796786668
861	0.3796567201
862	0.3796449662
863	0.3796199143
864	0.37959562
865	0.3795698016
866	0.3795529186
867	0.3795195831
868	0.3794907811
869	0.3794676929
870	0.3794479847
871	0.3794314073
872	0.3794028579
873	0.3793850327
874	0.3793574037
875	0.3793318023
876	0.3793136401
877	0.3792840751
878	0.3792438271
879	0.3792257296
880	0.3792011401
881	0.3791787566
882	0.3791559292
883	0.3791326884
884	0.3791081421
885	0.3790819322
886	0.3790568187
887	0.3790334888
888	0.3790166594
889	0.3789917829
890	0.3789660311
891	0.3789412206
892	0.3789114114
893	0.3788962589
894	0.3788692439
895	0.3788559288
896	0.3788184874
897	0.378796125
898	0.3787737873
899	0.3787441902
900	0.3787186719
901	0.3787019873
902	0.3786754852
903	0.3786514103
904	0.3786234857
905	0.3785941044
906	0.3785774891
907	0.3785546991
908	0.3785282101
909	0.3785010684
910	0.3784794389
911	0.3784541699
912	0.3784241659
913	0.3784024954
914	0.3783806446
915	0.3783305663
916	0.3783129405
917	0.3782925085
918	0.3782587307
919	0.3782219575
920	0.3782033598
921	0.3781869422
922	0.3781759708
923	0.3781558449
924	0.3781429361
925	0.378099571
926	0.3780742343
927	0.378053412
928	0.3780310215
929	0.3780114808
930	0.3779876876
931	0.3779595762
932	0.3779331383
933	0.3778996193
934	0.3778807159
935	0.377844136
936	0.3778245221
937	0.3778008359
938	0.3777640572
939	0.3777437249
940	0.3777150817
941	0.3776885615
942	0.3776616349
943	0.3776442017
944	0.3776205698
945	0.3776025799
946	0.3775670356
947	0.3775459621
948	0.3775227695
949	0.3774961114
950	0.3774689857
951	0.3774497806
952	0.3774270572
953	0.3773981605
954	0.3773761806
955	0.3773526496
956	0.377334711
957	0.3773058565
958	0.3772866457
959	0.377271772
960	0.3772548039
961	0.3772254297
962	0.3771966973
963	0.3771675341
964	0.3771520286
965	0.3771181282
966	0.3770951488
967	0.3770730525
968	0.3770427099
969	0.3770125641
970	0.3769992225
971	0.3769800778
972	0.3769529816
973	0.3769352503
974	0.3769147539
975	0.3768923233
976	0.3768778482
977	0.3768537433
978	0.3768332736
979	0.3768026807
980	0.3767613124
981	0.3767469896
982	0.3767332536
983	0.3767061095
984	0.3766808873
985	0.3766351223
986	0.3766078288
987	0.3765808944
988	0.3765572366
989	0.3765314196
990	0.3765006973
991	0.3764731551
992	0.3764490225
993	0.3764262087
994	0.3764036901
995	0.3763748258
996	0.3763519444
997	0.3763276607
998	0.3763104706
999	0.3762852758
